détester,je,indicatif,présent,déteste
détester,tu,indicatif,présent,détestes
détester,il,indicatif,présent,déteste
détester,elle,indicatif,présent,déteste
détester,on,indicatif,présent,déteste
détester,nous,indicatif,présent,détestons
détester,vous,indicatif,présent,détestez
détester,ils,indicatif,présent,détestent
détester,elles,indicatif,présent,détestent
donner,je,indicatif,présent,donne
donner,tu,indicatif,présent,donnes
donner,il,indicatif,présent,donne
donner,elle,indicatif,présent,donne
donner,on,indicatif,présent,donne
donner,nous,indicatif,présent,donnons
donner,vous,indicatif,présent,donnez
donner,ils,indicatif,présent,donnent
donner,elles,indicatif,présent,donnent
écouter,je,indicatif,présent,écoute
écouter,tu,indicatif,présent,écoutes
écouter,il,indicatif,présent,écoute
écouter,elle,indicatif,présent,écoute
écouter,on,indicatif,présent,écoute
écouter,nous,indicatif,présent,écoutons
écouter,vous,indicatif,présent,écoutez
écouter,ils,indicatif,présent,écoutent
écouter,elles,indicatif,présent,écoutent
emporter,je,indicatif,présent,emporte
emporter,tu,indicatif,présent,emportes
emporter,il,indicatif,présent,emporte
emporter,elle,indicatif,présent,emporte
emporter,on,indicatif,présent,emporte
emporter,nous,indicatif,présent,emportons
emporter,vous,indicatif,présent,emportez
emporter,ils,indicatif,présent,emportent
emporter,elles,indicatif,présent,emportent
emprunter,je,indicatif,présent,emprunte
emprunter,tu,indicatif,présent,empruntes
emprunter,il,indicatif,présent,emprunte
emprunter,elle,indicatif,présent,emprunte
emprunter,on,indicatif,présent,emprunte
emprunter,nous,indicatif,présent,empruntons
emprunter,vous,indicatif,présent,empruntez
emprunter,ils,indicatif,présent,empruntent
emprunter,elles,indicatif,présent,empruntent
étudier,je,indicatif,présent,étudie
étudier,tu,indicatif,présent,étudies
étudier,il,indicatif,présent,étudie
étudier,elle,indicatif,présent,étudie
étudier,on,indicatif,présent,étudie
étudier,nous,indicatif,présent,étudions
étudier,vous,indicatif,présent,étudiez
étudier,ils,indicatif,présent,étudient
étudier,elles,indicatif,présent,étudient
fonder,je,indicatif,présent,fonde
fonder,tu,indicatif,présent,fondes
fonder,il,indicatif,présent,fonde
fonder,elle,indicatif,présent,fonde
fonder,on,indicatif,présent,fonde
fonder,nous,indicatif,présent,fondons
fonder,vous,indicatif,présent,fondez
fonder,ils,indicatif,présent,fondent
fonder,elles,indicatif,présent,fondent
frapper,je,indicatif,présent,frappe
frapper,tu,indicatif,présent,frappes
frapper,il,indicatif,présent,frappe
frapper,elle,indicatif,présent,frappe
frapper,on,indicatif,présent,frappe
frapper,nous,indicatif,présent,frappons
frapper,vous,indicatif,présent,frappez
frapper,ils,indicatif,présent,frappent
frapper,elles,indicatif,présent,frappent
gagner,je,indicatif,présent,gagne
gagner,tu,indicatif,présent,gagnes
gagner,il,indicatif,présent,gagne
gagner,elle,indicatif,présent,gagne
gagner,on,indicatif,présent,gagne
gagner,nous,indicatif,présent,gagnons
gagner,vous,indicatif,présent,gagnez
gagner,ils,indicatif,présent,gagnent
gagner,elles,indicatif,présent,gagnent
garder,je,indicatif,présent,garde
garder,tu,indicatif,présent,gardes
garder,il,indicatif,présent,garde
garder,elle,indicatif,présent,garde
garder,on,indicatif,présent,garde
garder,nous,indicatif,présent,gardons
garder,vous,indicatif,présent,gardez
garder,ils,indicatif,présent,gardent
garder,elles,indicatif,présent,gardent
habiter,je,indicatif,présent,habite
habiter,tu,indicatif,présent,habites
habiter,il,indicatif,présent,habite
habiter,elle,indicatif,présent,habite
habiter,on,indicatif,présent,habite
habiter,nous,indicatif,présent,habitons
habiter,vous,indicatif,présent,habitez
habiter,ils,indicatif,présent,habitent
habiter,elles,indicatif,présent,habitent
jouver,je,indicatif,présent,jouve
jouver,tu,indicatif,présent,jouves
jouver,il,indicatif,présent,jouve
jouver,elle,indicatif,présent,jouve
jouver,on,indicatif,présent,jouve
jouver,nous,indicatif,présent,jouvons
jouver,vous,indicatif,présent,jouvez
jouver,ils,indicatif,présent,jouvent
jouver,elles,indicatif,présent,jouvent
laisser,je,indicatif,présent,laisse
laisser,tu,indicatif,présent,laisses
laisser,il,indicatif,présent,laisse
laisser,elle,indicatif,présent,laisse
laisser,on,indicatif,présent,laisse
laisser,nous,indicatif,présent,laissons
laisser,vous,indicatif,présent,laissez
laisser,ils,indicatif,présent,laissent
laisser,elles,indicatif,présent,laissent
montrer,je,indicatif,présent,montre
montrer,tu,indicatif,présent,montres
montrer,il,indicatif,présent,montre
montrer,elle,indicatif,présent,montre
montrer,on,indicatif,présent,montre
montrer,nous,indicatif,présent,montrons
montrer,vous,indicatif,présent,montrez
montrer,ils,indicatif,présent,montrent
montrer,elles,indicatif,présent,montrent
oublier,je,indicatif,présent,oublie
oublier,tu,indicatif,présent,oublies
oublier,il,indicatif,présent,oublie
oublier,elle,indicatif,présent,oublie
oublier,on,indicatif,présent,oublie
oublier,nous,indicatif,présent,oublions
oublier,vous,indicatif,présent,oubliez
oublier,ils,indicatif,présent,oublient
oublier,elles,indicatif,présent,oublient
parler,je,indicatif,présent,parle
parler,tu,indicatif,présent,parles
parler,il,indicatif,présent,parle
parler,elle,indicatif,présent,parle
parler,on,indicatif,présent,parle
parler,nous,indicatif,présent,parlons
parler,vous,indicatif,présent,parlez
parler,ils,indicatif,présent,parlent
parler,elles,indicatif,présent,parlent
pousser,je,indicatif,présent,pousse
pousser,tu,indicatif,présent,pousses
pousser,il,indicatif,présent,pousse
pousser,elle,indicatif,présent,pousse
pousser,on,indicatif,présent,pousse
pousser,nous,indicatif,présent,poussons
pousser,vous,indicatif,présent,poussez
pousser,ils,indicatif,présent,poussent
pousser,elles,indicatif,présent,poussent
présenter,je,indicatif,présent,présente
présenter,tu,indicatif,présent,présentes
présenter,il,indicatif,présent,présente
présenter,elle,indicatif,présent,présente
présenter,on,indicatif,présent,présente
présenter,nous,indicatif,présent,présentons
présenter,vous,indicatif,présent,présentez
présenter,ils,indicatif,présent,présentent
présenter,elles,indicatif,présent,présentent
prêter,je,indicatif,présent,prête
prêter,tu,indicatif,présent,prêtes
prêter,il,indicatif,présent,prête
prêter,elle,indicatif,présent,prête
prêter,on,indicatif,présent,prête
prêter,nous,indicatif,présent,prêtons
prêter,vous,indicatif,présent,prêtez
prêter,ils,indicatif,présent,prêtent
prêter,elles,indicatif,présent,prêtent
raconter,je,indicatif,présent,raconte
raconter,tu,indicatif,présent,racontes
raconter,il,indicatif,présent,raconte
raconter,elle,indicatif,présent,raconte
raconter,on,indicatif,présent,raconte
raconter,nous,indicatif,présent,racontons
raconter,vous,indicatif,présent,racontez
raconter,ils,indicatif,présent,racontent
raconter,elles,indicatif,présent,racontent
recontrer,je,indicatif,présent,recontre
recontrer,tu,indicatif,présent,recontres
recontrer,il,indicatif,présent,recontre
recontrer,elle,indicatif,présent,recontre
recontrer,on,indicatif,présent,recontre
recontrer,nous,indicatif,présent,recontrons
recontrer,vous,indicatif,présent,recontrez
recontrer,ils,indicatif,présent,recontrent
recontrer,elles,indicatif,présent,recontrent
regarder,je,indicatif,présent,regarde
regarder,tu,indicatif,présent,regardes
regarder,il,indicatif,présent,regarde
regarder,elle,indicatif,présent,regarde
regarder,on,indicatif,présent,regarde
regarder,nous,indicatif,présent,regardons
regarder,vous,indicatif,présent,regardez
regarder,ils,indicatif,présent,regardent
regarder,elles,indicatif,présent,regardent
retrouver,je,indicatif,présent,retrouve
retrouver,tu,indicatif,présent,retrouves
retrouver,il,indicatif,présent,retrouve
retrouver,elle,indicatif,présent,retrouve
retrouver,on,indicatif,présent,retrouve
retrouver,nous,indicatif,présent,retrouvons
retrouver,vous,indicatif,présent,retrouvez
retrouver,ils,indicatif,présent,retrouvent
retrouver,elles,indicatif,présent,retrouvent
rester,je,indicatif,présent,reste
rester,tu,indicatif,présent,restes
rester,il,indicatif,présent,reste
rester,elle,indicatif,présent,reste
rester,on,indicatif,présent,reste
rester,nous,indicatif,présent,restons
rester,vous,indicatif,présent,restez
rester,ils,indicatif,présent,restent
rester,elles,indicatif,présent,restent
rouler,je,indicatif,présent,roule
rouler,tu,indicatif,présent,roules
rouler,il,indicatif,présent,roule
rouler,elle,indicatif,présent,roule
rouler,on,indicatif,présent,roule
rouler,nous,indicatif,présent,roulons
rouler,vous,indicatif,présent,roulez
rouler,ils,indicatif,présent,roulent
rouler,elles,indicatif,présent,roulent
saluer,je,indicatif,présent,salue
saluer,tu,indicatif,présent,salues
saluer,il,indicatif,présent,salue
saluer,elle,indicatif,présent,salue
saluer,on,indicatif,présent,salue
saluer,nous,indicatif,présent,saluons
saluer,vous,indicatif,présent,saluez
saluer,ils,indicatif,présent,saluent
saluer,elles,indicatif,présent,saluent
sauvegarder,je,indicatif,présent,sauvegarde
sauvegarder,tu,indicatif,présent,sauvegardes
sauvegarder,il,indicatif,présent,sauvegarde
sauvegarder,elle,indicatif,présent,sauvegarde
sauvegarder,on,indicatif,présent,sauvegarde
sauvegarder,nous,indicatif,présent,sauvegardons
sauvegarder,vous,indicatif,présent,sauvegardez
sauvegarder,ils,indicatif,présent,sauvegardent
sauvegarder,elles,indicatif,présent,sauvegardent
sauver,je,indicatif,présent,sauve
sauver,tu,indicatif,présent,sauves
sauver,il,indicatif,présent,sauve
sauver,elle,indicatif,présent,sauve
sauver,on,indicatif,présent,sauve
sauver,nous,indicatif,présent,sauvons
sauver,vous,indicatif,présent,sauvez
sauver,ils,indicatif,présent,sauvent
sauver,elles,indicatif,présent,sauvent
supporter,je,indicatif,présent,supporte
supporter,tu,indicatif,présent,supportes
supporter,il,indicatif,présent,supporte
supporter,elle,indicatif,présent,supporte
supporter,on,indicatif,présent,supporte
supporter,nous,indicatif,présent,supportons
supporter,vous,indicatif,présent,supportez
supporter,ils,indicatif,présent,supportent
supporter,elles,indicatif,présent,supportent
supprimer,je,indicatif,présent,supprime
supprimer,tu,indicatif,présent,supprimes
supprimer,il,indicatif,présent,supprime
supprimer,elle,indicatif,présent,supprime
supprimer,on,indicatif,présent,supprime
supprimer,nous,indicatif,présent,supprimons
supprimer,vous,indicatif,présent,supprimez
supprimer,ils,indicatif,présent,suppriment
supprimer,elles,indicatif,présent,suppriment
téléphoner,je,indicatif,présent,téléphone
téléphoner,tu,indicatif,présent,téléphones
téléphoner,il,indicatif,présent,téléphone
téléphoner,elle,indicatif,présent,téléphone
téléphoner,on,indicatif,présent,téléphone
téléphoner,nous,indicatif,présent,téléphonons
téléphoner,vous,indicatif,présent,téléphonez
téléphoner,ils,indicatif,présent,téléphonent
téléphoner,elles,indicatif,présent,téléphonent
terminer,je,indicatif,présent,termine
terminer,tu,indicatif,présent,termines
terminer,il,indicatif,présent,termine
terminer,elle,indicatif,présent,termine
terminer,on,indicatif,présent,termine
terminer,nous,indicatif,présent,terminons
terminer,vous,indicatif,présent,terminez
terminer,ils,indicatif,présent,terminent
terminer,elles,indicatif,présent,terminent
travailler,je,indicatif,présent,travaille
travailler,tu,indicatif,présent,travailles
travailler,il,indicatif,présent,travaille
travailler,elle,indicatif,présent,travaille
travailler,on,indicatif,présent,travaille
travailler,nous,indicatif,présent,travaillons
travailler,vous,indicatif,présent,travaillez
travailler,ils,indicatif,présent,travaillent
travailler,elles,indicatif,présent,travaillent
traverser,je,indicatif,présent,traverse
traverser,tu,indicatif,présent,traverses
traverser,il,indicatif,présent,traverse
traverser,elle,indicatif,présent,traverse
traverser,on,indicatif,présent,traverse
traverser,nous,indicatif,présent,traversons
traverser,vous,indicatif,présent,traversez
traverser,ils,indicatif,présent,traversent
traverser,elles,indicatif,présent,traversent
trouver,je,indicatif,présent,trouve
trouver,tu,indicatif,présent,trouves
trouver,il,indicatif,présent,trouve
trouver,elle,indicatif,présent,trouve
trouver,on,indicatif,présent,trouve
trouver,nous,indicatif,présent,trouvons
trouver,vous,indicatif,présent,trouvez
trouver,ils,indicatif,présent,trouvent
trouver,elles,indicatif,présent,trouvent
voler,je,indicatif,présent,vole
voler,tu,indicatif,présent,voles
voler,il,indicatif,présent,vole
voler,elle,indicatif,présent,vole
voler,on,indicatif,présent,vole
voler,nous,indicatif,présent,volons
voler,vous,indicatif,présent,volez
voler,ils,indicatif,présent,volent
voler,elles,indicatif,présent,volent
aménager,je,indicatif,présent,aménage
aménager,tu,indicatif,présent,aménages
aménager,il,indicatif,présent,aménage
aménager,elle,indicatif,présent,aménage
aménager,on,indicatif,présent,aménage
aménager,nous,indicatif,présent,aménageons
aménager,vous,indicatif,présent,aménagez
aménager,ils,indicatif,présent,aménagent
aménager,elles,indicatif,présent,aménagent
arranger,je,indicatif,présent,arrange
arranger,tu,indicatif,présent,arranges
arranger,il,indicatif,présent,arrange
arranger,elle,indicatif,présent,arrange
arranger,on,indicatif,présent,arrange
arranger,nous,indicatif,présent,arrangeons
arranger,vous,indicatif,présent,arrangez
arranger,ils,indicatif,présent,arrangent
arranger,elles,indicatif,présent,arrangent
changer,je,indicatif,présent,change
changer,tu,indicatif,présent,changes
changer,il,indicatif,présent,change
changer,elle,indicatif,présent,change
changer,on,indicatif,présent,change
changer,nous,indicatif,présent,changeons
changer,vous,indicatif,présent,changez
changer,ils,indicatif,présent,changent
changer,elles,indicatif,présent,changent
corriger,je,indicatif,présent,corrige
corriger,tu,indicatif,présent,corriges
corriger,il,indicatif,présent,corrige
corriger,elle,indicatif,présent,corrige
corriger,on,indicatif,présent,corrige
corriger,nous,indicatif,présent,corrigeons
corriger,vous,indicatif,présent,corrigez
corriger,ils,indicatif,présent,corrigent
corriger,elles,indicatif,présent,corrigent
décourager,je,indicatif,présent,décourage
décourager,tu,indicatif,présent,décourages
décourager,il,indicatif,présent,décourage
décourager,elle,indicatif,présent,décourage
décourager,on,indicatif,présent,décourage
décourager,nous,indicatif,présent,décourageons
décourager,vous,indicatif,présent,découragez
décourager,ils,indicatif,présent,découragent
décourager,elles,indicatif,présent,découragent
déménager,je,indicatif,présent,déménage
déménager,tu,indicatif,présent,déménages
déménager,il,indicatif,présent,déménage
déménager,elle,indicatif,présent,déménage
déménager,on,indicatif,présent,déménage
déménager,nous,indicatif,présent,déménageons
déménager,vous,indicatif,présent,déménagez
déménager,ils,indicatif,présent,déménagent
déménager,elles,indicatif,présent,déménagent
déranger,je,indicatif,présent,dérange
déranger,tu,indicatif,présent,déranges
déranger,il,indicatif,présent,dérange
déranger,elle,indicatif,présent,dérange
déranger,on,indicatif,présent,dérange
déranger,nous,indicatif,présent,dérangeons
déranger,vous,indicatif,présent,dérangez
déranger,ils,indicatif,présent,dérangent
déranger,elles,indicatif,présent,dérangent
diriger,je,indicatif,présent,dirige
diriger,tu,indicatif,présent,diriges
diriger,il,indicatif,présent,dirige
diriger,elle,indicatif,présent,dirige
diriger,on,indicatif,présent,dirige
diriger,nous,indicatif,présent,dirigeons
diriger,vous,indicatif,présent,dirigez
diriger,ils,indicatif,présent,dirigent
diriger,elles,indicatif,présent,dirigent
encourager,je,indicatif,présent,encourage
encourager,tu,indicatif,présent,encourages
encourager,il,indicatif,présent,encourage
encourager,elle,indicatif,présent,encourage
encourager,on,indicatif,présent,encourage
encourager,nous,indicatif,présent,encourageons
encourager,vous,indicatif,présent,encouragez
encourager,ils,indicatif,présent,encouragent
encourager,elles,indicatif,présent,encouragent
engager,je,indicatif,présent,engage
engager,tu,indicatif,présent,engages
engager,il,indicatif,présent,engage
engager,elle,indicatif,présent,engage
engager,on,indicatif,présent,engage
engager,nous,indicatif,présent,engageons
engager,vous,indicatif,présent,engagez
engager,ils,indicatif,présent,engagent
engager,elles,indicatif,présent,engagent
loger,je,indicatif,présent,loge
loger,tu,indicatif,présent,loges
loger,il,indicatif,présent,loge
loger,elle,indicatif,présent,loge
loger,on,indicatif,présent,loge
loger,nous,indicatif,présent,logeons
loger,vous,indicatif,présent,logez
loger,ils,indicatif,présent,logent
loger,elles,indicatif,présent,logent
manger,je,indicatif,présent,mange
manger,tu,indicatif,présent,manges
manger,il,indicatif,présent,mange
manger,elle,indicatif,présent,mange
manger,on,indicatif,présent,mange
manger,nous,indicatif,présent,mangeons
manger,vous,indicatif,présent,mangez
manger,ils,indicatif,présent,mangent
manger,elles,indicatif,présent,mangent
nager,je,indicatif,présent,nage
nager,tu,indicatif,présent,nages
nager,il,indicatif,présent,nage
nager,elle,indicatif,présent,nage
nager,on,indicatif,présent,nage
nager,nous,indicatif,présent,nageons
nager,vous,indicatif,présent,nagez
nager,ils,indicatif,présent,nagent
nager,elles,indicatif,présent,nagent
partager,je,indicatif,présent,partage
partager,tu,indicatif,présent,partages
partager,il,indicatif,présent,partage
partager,elle,indicatif,présent,partage
partager,on,indicatif,présent,partage
partager,nous,indicatif,présent,partageons
partager,vous,indicatif,présent,partagez
partager,ils,indicatif,présent,partagent
partager,elles,indicatif,présent,partagent
plonger,je,indicatif,présent,plonge
plonger,tu,indicatif,présent,plonges
plonger,il,indicatif,présent,plonge
plonger,elle,indicatif,présent,plonge
plonger,on,indicatif,présent,plonge
plonger,nous,indicatif,présent,plongeons
plonger,vous,indicatif,présent,plongez
plonger,ils,indicatif,présent,plongent
plonger,elles,indicatif,présent,plongent
ranger,je,indicatif,présent,range
ranger,tu,indicatif,présent,ranges
ranger,il,indicatif,présent,range
ranger,elle,indicatif,présent,range
ranger,on,indicatif,présent,range
ranger,nous,indicatif,présent,rangeons
ranger,vous,indicatif,présent,rangez
ranger,ils,indicatif,présent,rangent
ranger,elles,indicatif,présent,rangent
rédiger,je,indicatif,présent,rédige
rédiger,tu,indicatif,présent,rédiges
rédiger,il,indicatif,présent,rédige
rédiger,elle,indicatif,présent,rédige
rédiger,on,indicatif,présent,rédige
rédiger,nous,indicatif,présent,rédigeons
rédiger,vous,indicatif,présent,rédigez
rédiger,ils,indicatif,présent,rédigent
rédiger,elles,indicatif,présent,rédigent
télécharger,je,indicatif,présent,télécharge
télécharger,tu,indicatif,présent,télécharges
télécharger,il,indicatif,présent,télécharge
télécharger,elle,indicatif,présent,télécharge
télécharger,on,indicatif,présent,télécharge
télécharger,nous,indicatif,présent,téléchargeons
télécharger,vous,indicatif,présent,téléchargez
télécharger,ils,indicatif,présent,téléchargent
télécharger,elles,indicatif,présent,téléchargent
voyager,je,indicatif,présent,voyage
voyager,tu,indicatif,présent,voyages
voyager,il,indicatif,présent,voyage
voyager,elle,indicatif,présent,voyage
voyager,on,indicatif,présent,voyage
voyager,nous,indicatif,présent,voyageons
voyager,vous,indicatif,présent,voyagez
voyager,ils,indicatif,présent,voyagent
voyager,elles,indicatif,présent,voyagent
annoncer,je,indicatif,présent,annonce
annoncer,tu,indicatif,présent,annonces
annoncer,il,indicatif,présent,annonce
annoncer,elle,indicatif,présent,annonce
annoncer,on,indicatif,présent,annonce
annoncer,nous,indicatif,présent,annonçons
annoncer,vous,indicatif,présent,annoncez
annoncer,ils,indicatif,présent,annoncent
annoncer,elles,indicatif,présent,annoncent
avancer,je,indicatif,présent,avance
avancer,tu,indicatif,présent,avances
avancer,il,indicatif,présent,avance
avancer,elle,indicatif,présent,avance
avancer,on,indicatif,présent,avance
avancer,nous,indicatif,présent,avançons
avancer,vous,indicatif,présent,avancez
avancer,ils,indicatif,présent,avancent
avancer,elles,indicatif,présent,avancent
commencer,je,indicatif,présent,commence
commencer,tu,indicatif,présent,commences
commencer,il,indicatif,présent,commence
commencer,elle,indicatif,présent,commence
commencer,on,indicatif,présent,commence
commencer,nous,indicatif,présent,commençons
commencer,vous,indicatif,présent,commencez
commencer,ils,indicatif,présent,commencent
commencer,elles,indicatif,présent,commencent
divorcer,je,indicatif,présent,divorce
divorcer,tu,indicatif,présent,divorces
divorcer,il,indicatif,présent,divorce
divorcer,elle,indicatif,présent,divorce
divorcer,on,indicatif,présent,divorce
divorcer,nous,indicatif,présent,divorçons
divorcer,vous,indicatif,présent,divorcez
divorcer,ils,indicatif,présent,divorcent
divorcer,elles,indicatif,présent,divorcent
effacer,je,indicatif,présent,efface
effacer,tu,indicatif,présent,effaces
effacer,il,indicatif,présent,efface
effacer,elle,indicatif,présent,efface
effacer,on,indicatif,présent,efface
effacer,nous,indicatif,présent,effaçons
effacer,vous,indicatif,présent,effacez
effacer,ils,indicatif,présent,effacent
effacer,elles,indicatif,présent,effacent
lancer,je,indicatif,présent,lance
lancer,tu,indicatif,présent,lances
lancer,il,indicatif,présent,lance
lancer,elle,indicatif,présent,lance
lancer,on,indicatif,présent,lance
lancer,nous,indicatif,présent,lançons
lancer,vous,indicatif,présent,lancez
lancer,ils,indicatif,présent,lancent
lancer,elles,indicatif,présent,lancent
menacer,je,indicatif,présent,menace
menacer,tu,indicatif,présent,menaces
menacer,il,indicatif,présent,menace
menacer,elle,indicatif,présent,menace
menacer,on,indicatif,présent,menace
menacer,nous,indicatif,présent,menaçons
menacer,vous,indicatif,présent,menacez
menacer,ils,indicatif,présent,menacent
menacer,elles,indicatif,présent,menacent
placer,je,indicatif,présent,place
placer,tu,indicatif,présent,places
placer,il,indicatif,présent,place
placer,elle,indicatif,présent,place
placer,on,indicatif,présent,place
placer,nous,indicatif,présent,plaçons
placer,vous,indicatif,présent,placez
placer,ils,indicatif,présent,placent
placer,elles,indicatif,présent,placent
prononcer,je,indicatif,présent,prononce
prononcer,tu,indicatif,présent,prononces
prononcer,il,indicatif,présent,prononce
prononcer,elle,indicatif,présent,prononce
prononcer,on,indicatif,présent,prononce
prononcer,nous,indicatif,présent,prononçons
prononcer,vous,indicatif,présent,prononcez
prononcer,ils,indicatif,présent,prononcent
prononcer,elles,indicatif,présent,prononcent
renoncer,je,indicatif,présent,renonce
renoncer,tu,indicatif,présent,renonces
renoncer,il,indicatif,présent,renonce
renoncer,elle,indicatif,présent,renonce
renoncer,on,indicatif,présent,renonce
renoncer,nous,indicatif,présent,renonçons
renoncer,vous,indicatif,présent,renoncez
renoncer,ils,indicatif,présent,renoncent
renoncer,elles,indicatif,présent,renoncent
replacer,je,indicatif,présent,replace
replacer,tu,indicatif,présent,replaces
replacer,il,indicatif,présent,replace
replacer,elle,indicatif,présent,replace
replacer,on,indicatif,présent,replace
replacer,nous,indicatif,présent,replaçons
replacer,vous,indicatif,présent,replacez
replacer,ils,indicatif,présent,replacent
replacer,elles,indicatif,présent,replacent
appuyer,je,indicatif,présent,appuie
appuyer,tu,indicatif,présent,appuies
appuyer,il,indicatif,présent,appuie
appuyer,elle,indicatif,présent,appuie
appuyer,on,indicatif,présent,appuie
appuyer,nous,indicatif,présent,appuyons
appuyer,vous,indicatif,présent,appuyez
appuyer,ils,indicatif,présent,appuient
